TITLE,CRSE,ID,CRSE_ID,CRSE_ID_SEC,CRSE_ID_TERM,ACT,FAC1,FAC2,TERM,AY,S,L,Q,W1,W2,W3,CEL,PW,CONT
Applied Music: Voice (Classical),MUS,270HH,MUS_270HH,MUS_270HH_A,MUS_270HH_A_winter_2017-18,19,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Voice (Classical),MUS,270HH,MUS_270HH,MUS_270HH_C,MUS_270HH_C_winter_2017-18,1,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Voice (Classical),MUS,270HH,MUS_270HH,MUS_270HH_B,MUS_270HH_B_winter_2017-18,1,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Drum Set,MUS,270I,MUS_270I,MUS_270I_A,MUS_270I_A_winter_2017-18,17,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Voice (Jazz/Pop),MUS,270II,MUS_270II,MUS_270II_A,MUS_270II_A_winter_2017-18,5,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Voice (Jazz/Pop),MUS,270II,MUS_270II,MUS_270II_B,MUS_270II_B_winter_2017-18,14,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Euphonium,MUS,270J,MUS_270J,MUS_270J_A,MUS_270J_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Flute,MUS,270K,MUS_270K,MUS_270K_A,MUS_270K_A_winter_2017-18,5,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Fiddle,MUS,270L,MUS_270L,MUS_270L_A,MUS_270L_A_winter_2017-18,2,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: French Horn,MUS,270M,MUS_270M,MUS_270M_A,MUS_270M_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Mandolin,MUS,270N,MUS_270N,MUS_270N_A,MUS_270N_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Harpsichord,MUS,270P,MUS_270P,MUS_270P_A,MUS_270P_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Lute,MUS,270Q,MUS_270Q,MUS_270Q_A,MUS_270Q_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Classical),MUS,270R,MUS_270R,MUS_270R_B,MUS_270R_B_winter_2017-18,2,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Classical),MUS,270R,MUS_270R,MUS_270R_A,MUS_270R_A_winter_2017-18,4,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Jazz),MUS,270S,MUS_270S,MUS_270S_A,MUS_270S_A_winter_2017-18,4,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Middle Eastern Percussion,MUS,270T,MUS_270T,MUS_270T_A,MUS_270T_A_winter_2017-18,3,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Oboe,MUS,270U,MUS_270U,MUS_270U_A,MUS_270U_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Organ,MUS,270V,MUS_270V,MUS_270V_A,MUS_270V_A_winter_2017-18,2,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Oud,MUS,270W,MUS_270W,MUS_270W_A,MUS_270W_A_winter_2017-18,5,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Classical),MUS,270X,MUS_270X,MUS_270X_B,MUS_270X_B_winter_2017-18,15,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Classical),MUS,270X,MUS_270X,MUS_270X_A,MUS_270X_A_winter_2017-18,34,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Classical),MUS,270X,MUS_270X,MUS_270X_C,MUS_270X_C_winter_2017-18,1,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Jazz),MUS,270Y,MUS_270Y,MUS_270Y_A,MUS_270Y_A_winter_2017-18,17,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Saxophone,MUS,270Z,MUS_270Z,MUS_270Z_A,MUS_270Z_A_winter_2017-18,10,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
College Choir,MUS,290A,MUS_290A,MUS_290A_A,MUS_290A_A_winter_2017-18,17,John Corrie,0,winter,2017-18,0,0,0,0,0,0,0,0,1
American String Band Ensemble,MUS,290B,MUS_290B,MUS_290B_A,MUS_290B_A_winter_2017-18,4,Hiroya Miura,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Gamelan Ensemble,MUS,290C,MUS_290C,MUS_290C_A,MUS_290C_A_winter_2017-18,3,Gina Fatone,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Jazz Band and Jazz Combo,MUS,290D,MUS_290D,MUS_290D_A,MUS_290D_A_winter_2017-18,6,Larry Williams,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Orchestra,MUS,290E,MUS_290E,MUS_290E_A,MUS_290E_A_winter_2017-18,16,Hiroya Miura,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Steel Pan Orchestra,MUS,290F,MUS_290F,MUS_290F_A,MUS_290F_A_winter_2017-18,18,Hiroya Miura,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Brass Ensemble,MUS,290H,MUS_290H,MUS_290H_A,MUS_290H_A_winter_2017-18,8,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Music Visiting Artist Workshop,MUS,290I,MUS_290I,MUS_290I_A,MUS_290I_A_winter_2017-18,2,Gina Fatone,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Music and Cinema,MUS,340,MUS_340,MUS_340_A,MUS_340_A_winter_2017-18,4,Hiroya Miura,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Senior Thesis,MUS,458,MUS_458,MUS_458_DC,MUS_458_DC_winter_2017-18,2,Dale Chapman,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Senior Thesis,MUS,458,MUS_458,MUS_458_HM,MUS_458_HM_winter_2017-18,0,Hiroya Miura,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Senior Thesis in Neuroscience,NRSC,458,NRSC_458,NRSC_458_NK,NRSC_458_NK_winter_2017-18,3,Nancy Koven,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Community Engaged Research,NRSC,459,NRSC_459,NRSC_459_A,NRSC_459_A_winter_2017-18,0,Nancy Koven,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Introduction to Neuroscience,NSPY,160,NSPY_160,NSPY_160_A,NSPY_160_A_winter_2017-18,33,Michelle Greene,0,winter,2017-18,0,0,0,0,0,0,0,0,0
"Embodied Cognition, Technoculture, and the Future of Identity",NSPY,304,NSPY_304,NSPY_304_A,NSPY_304_A_winter_2017-18,14,Nancy Koven,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Physiological Profiles of Mental Illness,NSPY,319,NSPY_319,NSPY_319_A,NSPY_319_A_winter_2017-18,16,Kate White,Amy Douglass,winter,2017-18,0,0,0,0,0,0,0,0,1
Physiological Psychology/Lab,NSPY,363,NSPY_363,NSPY_363_A,NSPY_363_A_winter_2017-18,31,Jason Castro,0,winter,2017-18,0,1,0,0,0,0,0,0,0
Cultural Neuroscience,NSPY,382,NSPY_382,NSPY_382_A,NSPY_382_A_winter_2017-18,15,Laura Ligouri,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Capstone Seminar on Human Cognitive Neuroscience,NSPY,463,NSPY_463,NSPY_463_A,NSPY_463_A_winter_2017-18,10,Michelle Greene,0,winter,2017-18,0,0,0,0,0,1,0,1,0
Philosophy of Science,PHIL,211,PHIL_211,PHIL_211_A,PHIL_211_A_winter_2017-18,28,Mike Dacey,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Theory of Knowledge,PHIL,236,PHIL_236,PHIL_236_A,PHIL_236_A_winter_2017-18,27,Lauren Ashwell,0,winter,2017-18,0,0,0,0,0,0,0,0,0
"Human Nature, Politics, and Morals",PHIL,255,PHIL_255,PHIL_255_A,PHIL_255_A_winter_2017-18,22,Paul Schofield,0,winter,2017-18,0,0,0,0,0,0,0,0,1
"Human Nature, Politics, and Morals",PHIL,255,PHIL_255,PHIL_255_B,PHIL_255_B_winter_2017-18,29,Paul Schofield,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Philosophy of Law,PHIL,258,PHIL_258,PHIL_258_A,PHIL_258_A_winter_2017-18,31,David Cummiskey,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Philosophy from Descartes to Kant,PHIL,272,PHIL_272,PHIL_272_A,PHIL_272_A_winter_2017-18,28,Mark Okrent,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Buddhist Philosophy,PHIL,310,PHIL_310,PHIL_310_A,PHIL_310_A_winter_2017-18,19,David Cummiskey,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Philosophy of Animal Minds,PHIL,321K,PHIL_321K,PHIL_321K_A,PHIL_321K_A_winter_2017-18,15,Mike Dacey,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Merleau-Ponty's Phenomenology of Perception,PHIL,322B,PHIL_322B,PHIL_322B_A,PHIL_322B_A_winter_2017-18,17,Mark Okrent,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Vagueness: Moral and First-Personal,PHIL,365B,PHIL_365B,PHIL_365B_A,PHIL_365B_A_winter_2017-18,8,Rohan Sud,0,winter,2017-18,0,0,0,0,1,0,0,0,1
Senior Thesis,PHIL,458,PHIL_458,PHIL_458_DC,PHIL_458_DC_winter_2017-18,3,David Cummiskey,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Modern Physics/Lab,PHYS,108,PHYS_108,PHYS_108_B,PHYS_108_B_winter_2017-18,58,Hong Lin,0,winter,2017-18,1,1,1,0,0,0,0,0,0
Modern Physics/Lab,PHYS,108,PHYS_108,PHYS_108_A,PHYS_108_A_winter_2017-18,54,Hong Lin,0,winter,2017-18,1,1,1,0,0,0,0,0,0
"Electricity, Magnetism, and Waves",PHYS,222,PHYS_222,PHYS_222_A,PHYS_222_A_winter_2017-18,28,John Smedley,0,winter,2017-18,1,0,1,0,0,0,0,0,0
Laboratory Physics I/Lab,PHYS,231,PHYS_231,PHYS_231_A,PHYS_231_A_winter_2017-18,11,Travis Gould,0,winter,2017-18,1,1,1,0,1,0,0,0,0
Mathematical Methods of Physics,PHYS,301,PHYS_301,PHYS_301_A,PHYS_301_A_winter_2017-18,23,Travis Gould,0,winter,2017-18,1,0,1,0,0,0,0,0,0
Solid State Physics,PHYS,341,PHYS_341,PHYS_341_A,PHYS_341_A_winter_2017-18,3,Nathan Lundblad,0,winter,2017-18,1,0,1,0,0,0,0,0,0
Quantum Theory,PHYS,409,PHYS_409,PHYS_409_A,PHYS_409_A_winter_2017-18,9,Jeffrey Oishi,0,winter,2017-18,1,0,1,0,0,0,0,0,0
Senior Thesis,PHYS,458,PHYS_458,PHYS_458_HL,PHYS_458_HL_winter_2017-18,1,Hong Lin,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Government and Politics in Global Perspective,PLTC,122,PLTC_122,PLTC_122_A,PLTC_122_A_winter_2017-18,34,Jacob Longaker,0,winter,2017-18,0,0,0,0,0,0,0,0,1
States and Markets,PLTC,125,PLTC_125,PLTC_125_A,PLTC_125_A_winter_2017-18,36,Jason Scheideman,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Western Political Theory,PLTC,191,PLTC_191,PLTC_191_A,PLTC_191_A_winter_2017-18,34,Nina Hagel,0,winter,2017-18,0,0,0,0,0,0,0,0,1
American Parties and Elections,PLTC,211,PLTC_211,PLTC_211_A,PLTC_211_A_winter_2017-18,29,John Baughman,0,winter,2017-18,0,0,0,0,0,0,0,0,0
International Political Economy,PLTC,222,PLTC_222,PLTC_222_A,PLTC_222_A_winter_2017-18,28,See Won Byun,0,winter,2017-18,0,0,0,0,0,0,0,0,1
International Security,PLTC,225,PLTC_225,PLTC_225_A,PLTC_225_A_winter_2017-18,28,Will d'Ambruoso,0,winter,2017-18,0,0,0,0,0,0,0,0,1
The Politics of Post-Communism,PLTC,232,PLTC_232,PLTC_232_A,PLTC_232_A_winter_2017-18,27,Jim Richter,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Politics of Space and Place,PLTC,239,PLTC_239,PLTC_239_A,PLTC_239_A_winter_2017-18,17,Arlene MacLeod,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Politics in Sub-Saharan Africa,PLTC,290,PLTC_290,PLTC_290_A,PLTC_290_A_winter_2017-18,24,Leslie Hill,0,winter,2017-18,0,0,0,0,0,0,0,1,0
The Household and Political Theory,PLTC,297,PLTC_297,PLTC_297_A,PLTC_297_A_winter_2017-18,17,Bill Corlett,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Public Opinion,PLTC,310,PLTC_310,PLTC_310_A,PLTC_310_A_winter_2017-18,15,John Baughman,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Explaining Wartime Violence,PLTC,336,PLTC_336,PLTC_336_A,PLTC_336_A_winter_2017-18,15,Will d'Ambruoso,0,winter,2017-18,0,0,0,0,1,0,0,0,1
Explaining Wartime Violence,PLTC,336,PLTC_336,PLTC_336_B,PLTC_336_B_winter_2017-18,13,Will d'Ambruoso,0,winter,2017-18,0,0,0,0,1,0,0,0,1
Experiences in Policy Process,PLTC,377,PLTC_377,PLTC_377_A,PLTC_377_A_winter_2017-18,14,Jacob Longaker,0,winter,2017-18,0,0,0,0,1,0,1,0,1
Poverty and Democracy,PLTC,396,PLTC_396,PLTC_396_A,PLTC_396_A_winter_2017-18,11,Bill Corlett,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Senior Thesis,PLTC,458,PLTC_458,PLTC_458_SE,PLTC_458_SE_winter_2017-18,4,Steve Engel,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Principles of Psychology,PSYC,101,PSYC_101,PSYC_101_C,PSYC_101_C_winter_2017-18,36,Alex Borgella,0,winter,2017-18,0,0,0,0,0,0,0,1,1
Principles of Psychology,PSYC,101,PSYC_101,PSYC_101_A,PSYC_101_A_winter_2017-18,39,Rebecca Fraser-Thill,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Principles of Psychology,PSYC,101,PSYC_101,PSYC_101_B,PSYC_101_B_winter_2017-18,38,Todd Kahan,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Statistics,PSYC,218,PSYC_218,PSYC_218_B,PSYC_218_B_winter_2017-18,27,Amy Douglass,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Statistics,PSYC,218,PSYC_218,PSYC_218_A,PSYC_218_A_winter_2017-18,26,Amy Douglass,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Abnormal Psychology,PSYC,235,PSYC_235,PSYC_235_A,PSYC_235_A_winter_2017-18,37,Kate White,0,winter,2017-18,0,0,0,0,0,0,0,1,1
Abnormal Psychology,PSYC,235,PSYC_235,PSYC_235_B,PSYC_235_B_winter_2017-18,39,Rebecca Fraser-Thill,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Developmental Psychology,PSYC,240,PSYC_240,PSYC_240_A,PSYC_240_A_winter_2017-18,39,Georgia Nigro,0,winter,2017-18,0,0,0,0,0,0,1,1,0
Research Methods,PSYC,261,PSYC_261,PSYC_261_A,PSYC_261_A_winter_2017-18,13,Michael Sargent,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Sensation and Perception,PSYC,302,PSYC_302,PSYC_302_A,PSYC_302_A_winter_2017-18,19,Todd Kahan,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Positive Psychology,PSYC,306,PSYC_306,PSYC_306_A,PSYC_306_A_winter_2017-18,13,Helen Boucher,0,winter,2017-18,0,0,0,0,0,0,0,1,0
History of Psychology,PSYC,314,PSYC_314,PSYC_314_A,PSYC_314_A_winter_2017-18,5,Georgia Nigro,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Experiencing the Power of Picture Books,PSYC,378,PSYC_378,PSYC_378_A,PSYC_378_A_winter_2017-18,13,Krista Aronson,0,winter,2017-18,0,0,0,0,0,0,1,1,0
The Self,PSYC,381,PSYC_381,PSYC_381_A,PSYC_381_A_winter_2017-18,5,Helen Boucher,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Senior Thesis/Empirical Research,PSYC,458A,PSYC_458A,PSYC_458A_AD,PSYC_458A_AD_winter_2017-18,2,Amy Douglass,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Senior Thesis/Community-Based Research,PSYC,458B,PSYC_458B,PSYC_458B_GN,PSYC_458B_GN_winter_2017-18,1,Georgia Nigro,0,winter,2017-18,0,0,0,0,0,1,1,0,0
Senior Thesis/Theoretical Review and Integration,PSYC,458C,PSYC_458C,PSYC_458C_AD,PSYC_458C_AD_winter_2017-18,0,Amy Douglass,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Social Psychology,PYSO,210,PYSO_210,PYSO_210_A,PYSO_210_A_winter_2017-18,38,Alex Borgella,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Death and Afterlife: Bodies and Souls in Comparative Perspective,REL,110,REL_110,REL_110_A,REL_110_A_winter_2017-18,31,Alison Melnick,0,winter,2017-18,0,0,0,0,0,0,1,0,0
"Islam, Christianity, and Judaism of the Middle East: Texts, Institutions, and Law",REL,120,REL_120,REL_120_A,REL_120_A_winter_2017-18,37,Ali Akhtar,0,winter,2017-18,0,0,0,0,0,0,0,1,0
"American Religious History, 1840-Present",REL,217,REL_217,REL_217_A,REL_217_A_winter_2017-18,25,Marcus Bruce,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Seminar on American Religious Thought and History,REL,306,REL_306,REL_306_A,REL_306_A_winter_2017-18,5,Marcus Bruce,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Senior Thesis,REL,458,REL_458,REL_458_CB,REL_458_CB_winter_2017-18,1,Cynthia Baker,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Elementary Russian II,RUSS,102,RUSS_102,RUSS_102_A,RUSS_102_A_winter_2017-18,3,Marina Loginova,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Intermediate Russian II,RUSS,202,RUSS_202,RUSS_202_A,RUSS_202_A_winter_2017-18,2,Marina Loginova,Dennis Browne,winter,2017-18,0,0,0,0,0,0,0,0,1
Advanced Russian Culture and Language,RUSS,306,RUSS_306,RUSS_306_A,RUSS_306_A_winter_2017-18,3,Marina Loginova,Dennis Browne,winter,2017-18,0,0,0,0,0,0,0,0,1
Principles of Sociology,SOC,101,SOC_101,SOC_101_B,SOC_101_B_winter_2017-18,40,Bridget Harr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Principles of Sociology,SOC,101,SOC_101,SOC_101_A,SOC_101_A_winter_2017-18,38,Heidi Taylor,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Theoretical Foundations of Sociology,SOC,204,SOC_204,SOC_204_A,SOC_204_A_winter_2017-18,32,Francesco Duina,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Research Methods for Sociology,SOC,205,SOC_205,SOC_205_A,SOC_205_A_winter_2017-18,26,Emily Kane,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Sociology of Culture,SOC,223,SOC_223,SOC_223_A,SOC_223_A_winter_2017-18,15,Ben Moodie,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Sociology of Health Professions,SOC,395E,SOC_395E,SOC_395E_A,SOC_395E_A_winter_2017-18,10,Heidi Taylor,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Comparative Sociology,SOC,395G,SOC_395G,SOC_395G_A,SOC_395G_A_winter_2017-18,12,Francesco Duina,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Senior Thesis,SOC,458,SOC_458,SOC_458_EK,SOC_458_EK_winter_2017-18,6,Emily Kane,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Intermediate Spanish I,SPAN,201,SPAN_201,SPAN_201_A,SPAN_201_A_winter_2017-18,22,Maria Gil Poisa,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Intermediate Spanish II,SPAN,202,SPAN_202,SPAN_202_A,SPAN_202_A_winter_2017-18,18,Baltasar Fra-Molinero,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Advanced Spanish,SPAN,205,SPAN_205,SPAN_205_B,SPAN_205_B_winter_2017-18,8,Claudia Aburto Guzman,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Advanced Spanish,SPAN,205,SPAN_205,SPAN_205_A,SPAN_205_A_winter_2017-18,11,Maria Gil Poisa,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Writing Spanish,SPAN,210,SPAN_210,SPAN_210_A,SPAN_210_A_winter_2017-18,25,Stephanie Pridgeon,0,winter,2017-18,0,0,0,0,1,0,0,1,1
Introducción a los estudios literarios,SPAN,211,SPAN_211,SPAN_211_A,SPAN_211_A_winter_2017-18,18,Francisca Lopez,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Protest and Justice,SPAN,224,SPAN_224,SPAN_224_A,SPAN_224_A_winter_2017-18,22,Stephanie Pridgeon,0,winter,2017-18,0,0,0,0,0,0,0,1,1
Readings in Spanish American Literature,SPAN,230,SPAN_230,SPAN_230_A,SPAN_230_A_winter_2017-18,7,Claudia Aburto Guzman,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Senior Thesis,SPAN,458,SPAN_458,SPAN_458_CAG,SPAN_458_CAG_winter_2017-18,1,Claudia Aburto Guzman,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Costume Design,THEA,233,THEA_233,THEA_233_A,THEA_233_A_winter_2017-18,5,B. Christine McDowell,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Dress and Adornment in Western Culture,THEA,235,THEA_235,THEA_235_A,THEA_235_A_winter_2017-18,10,B. Christine McDowell,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Beginning Acting,THEA,261,THEA_261,THEA_261_A,THEA_261_A_winter_2017-18,15,Clifford Odle,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Voice and Speech,THEA,263,THEA_263,THEA_263_A,THEA_263_A_winter_2017-18,20,Kati Vecsey,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Advanced Playwriting,THEA,339,THEA_339,THEA_339_A,THEA_339_A_winter_2017-18,6,Clifford Odle,0,winter,2017-18,0,0,0,0,1,0,0,0,1
Directing,THEA,370,THEA_370,THEA_370_A,THEA_370_A_winter_2017-18,20,Timothy Dugan,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Senior Thesis,THEA,458,THEA_458,THEA_458_TD,THEA_458_TD_winter_2017-18,2,Timothy Dugan,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Cultural Politics,AAAM,119,AAAM_119,AAAM_119_A,AAAM_119_A_fall_2018-19,38,Myron Beasley,0,fall,2018-19,0,0,0,0,0,0,0,0,0
Introduction to African American Literature II: 1910-Present,AAEN,115,AAEN_115,AAEN_115_A,AAEN_115_A_fall_2018-19,21,Theri Pickens,0,fall,2018-19,0,0,0,0,0,0,0,0,0
Survey of Literature of the Caribbean,AAEN,223,AAEN_223,AAEN_223_A,AAEN_223_A_fall_2018-19,36,Sue Houchins,0,fall,2018-19,0,0,0,0,0,0,0,0,0
African American Popular Music,AAMU,249,AAMU_249,AAMU_249_A,AAMU_249_A_fall_2018-19,37,Dale Chapman,0,fall,2018-19,0,0,0,0,0,0,0,0,0
Introduction to African American Studies,AAS,100,AAS_100,AAS_100_A,AAS_100_A_fall_2018-19,27,Baltasar Fra-Molinero,Theri Pickens,fall,2018-19,0,0,0,0,0,0,0,1,0
Senior Thesis,AAS,457,AAS_457,AAS_457_TP,AAS_457_TP_fall_2018-19,0,Theri Pickens,0,fall,2018-19,0,0,0,0,0,1,0,0,0
"Race, Racism, and Redress",AMAN,207,AMAN_207,AMAN_207_A,AMAN_207_A_fall_2018-19,10,Jacqueline Lyon,0,fall,2018-19,0,0,0,0,0,0,0,0,0
America in the Age of the Civil War,AMHI,141,AMHI_141,AMHI_141_A,AMHI_141_A_fall_2018-19,32,Andrew Baker,0,fall,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis,AMST,457,AMST_457,AMST_457_DC,AMST_457_DC_fall_2018-19,0,Myron Beasley,0,fall,2018-19,0,0,0,0,0,1,0,0,0
"Culture, Conflict, and Change in Latin America",ANLS,238,ANLS_238,ANLS_238_A,ANLS_238_A_fall_2018-19,13,Jacqueline Lyon,0,fall,2018-19,0,0,0,0,0,0,0,0,0
How Music Performs Culture: Introduction to Ethnomusicology,ANMU,212,ANMU_212,ANMU_212_A,ANMU_212_A_fall_2018-19,23,Gina Fatone,0,fall,2018-19,0,0,0,0,1,0,0,0,0
"Myth, Folklore, and Popular Culture",ANRE,134,ANRE_134,ANRE_134_A,ANRE_134_A_fall_2018-19,33,Danny Danforth,0,fall,2018-19,0,0,0,0,0,0,0,0,0
Buddhism and the Social Order,ANRE,263,ANRE_263,ANRE_263_A,ANRE_263_A_fall_2018-19,20,Steven Kemper,0,fall,2018-19,0,0,0,0,0,0,0,0,0
Cultural Anthropology,ANTH,101,ANTH_101,ANTH_101_A,ANTH_101_A_fall_2018-19,17,Steven Kemper,0,fall,2018-19,0,0,0,0,0,0,0,0,0
Cultural Anthropology,ANTH,101,ANTH_101,ANTH_101_B,ANTH_101_B_fall_2018-19,35,Steven Kemper,0,fall,2018-19,0,0,0,0,0,0,0,0,0
Introduction to Archaeology,ANTH,103,ANTH_103,ANTH_103_B,ANTH_103_B_fall_2018-19,41,Kristen Barnett,0,fall,2018-19,1,0,0,0,0,0,0,0,1
Introduction to Archaeology,ANTH,103,ANTH_103,ANTH_103_A,ANTH_103_A_fall_2018-19,39,Kristen Barnett,0,fall,2018-19,1,0,0,0,0,0,0,0,1
Production and Reproduction,ANTH,339,ANTH_339,ANTH_339_A,ANTH_339_A_fall_2018-19,20,Elizabeth Eames,0,fall,2018-19,0,0,0,0,1,0,1,0,0
History of Anthropological Theory,ANTH,441,ANTH_441,ANTH_441_A,ANTH_441_A_fall_2018-19,12,Danny Danforth,0,fall,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis,ANTH,457,ANTH_457,ANTH_457_DD,ANTH_457_DD_fall_2018-19,2,Danny Danforth,0,fall,2018-19,0,0,0,0,0,1,0,0,0
Traditional Chinese Literature in Translation,ASCI,207,ASCI_207,ASCI_207_A,ASCI_207_A_fall_2018-19,20,Shuhui Yang,0,fall,2018-19,0,0,0,0,1,0,0,0,0
"Communism, Capitalism, and Cannibalism: New and Emerging Voices in Chinese Literature",ASCI,223,ASCI_223,ASCI_223_A,ASCI_223_A_fall_2018-19,5,Nathan Faries,0,fall,2018-19,0,0,0,0,1,0,0,0,0
Art and Politics in China,ASCI,225,ASCI_225,ASCI_225_A,ASCI_225_A_fall_2018-19,11,Nathan Faries,0,fall,2018-19,0,0,0,0,0,0,0,0,0
China and Its Cultures,ASHI,171,ASHI_171,ASHI_171_A,ASHI_171_A_fall_2018-19,22,Wesley Chaney,0,fall,2018-19,0,0,0,0,0,0,0,0,0
China in Revolution,ASHI,274,ASHI_274,ASHI_274_A,ASHI_274_A_fall_2018-19,30,Wesley Chaney,0,fall,2018-19,0,0,0,0,0,0,0,0,0
