TITLE,CRSE,ID,CRSE_ID,CRSE_ID_SEC,CRSE_ID_TERM,ACT,FAC1,FAC2,TERM,AY,S,L,Q,W1,W2,W3,CEL,PW,CONT
Institutional Economics,ECON,303,ECON_303,ECON_303_A,ECON_303_A_winter_2017-18,7,Se Mi Park,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Macroeconomic Finance,ECON,304,ECON_304,ECON_304_A,ECON_304_A_winter_2017-18,18,Julieta Yung,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Econ of Strat in Firms & Mkts,ECON,306,ECON_306,ECON_306_A,ECON_306_A_winter_2017-18,19,Leshui He,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Public Economics,ECON,311,ECON_311,ECON_311_A,ECON_311_A_winter_2017-18,15,George Perkins,0,winter,2017-18,0,0,0,0,0,0,0,0,0
"Prices, Property, and the Problem of the Commons",ECON,325,ECON_325,ECON_325_A,ECON_325_A_winter_2017-18,21,Lynne Lewis,0,winter,2017-18,0,0,0,0,1,0,0,1,0
International Trade,ECON,333,ECON_333,ECON_333_A,ECON_333_A_winter_2017-18,7,Se Mi Park,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Senior Capstone in Economics,ECON,456,ECON_456,ECON_456_B,ECON_456_B_winter_2017-18,13,Daniel Riera-Crichton,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Senior Capstone in Economics,ECON,456,ECON_456,ECON_456_C,ECON_456_C_winter_2017-18,13,George Perkins,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Senior Capstone in Economics,ECON,456,ECON_456,ECON_456_A,ECON_456_A_winter_2017-18,12,Michael Murray,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Senior Thesis,ECON,458,ECON_458,ECON_458_LL,ECON_458_LL_winter_2017-18,1,Lynne Lewis,0,winter,2017-18,0,0,0,0,0,1,0,0,0
The Political Economy of Capitalism,ECPT,284,ECPT_284,ECPT_284_A,ECPT_284_A_winter_2017-18,27,Ben Moodie,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Community-Based Research Methods,EDPY,262,EDPY_262,EDPY_262_A,EDPY_262_A_winter_2017-18,8,Krista Aronson,0,winter,2017-18,0,0,0,0,1,0,1,0,0
Perspectives on Education,EDUC,231,EDUC_231,EDUC_231_A,EDUC_231_A_winter_2017-18,22,Hoang Tran,0,winter,2017-18,0,0,0,0,0,0,1,0,1
Perspectives on Education,EDUC,231,EDUC_231,EDUC_231_B,EDUC_231_B_winter_2017-18,23,Mara Tieken,0,winter,2017-18,0,0,0,0,0,0,1,0,0
Teaching in the Sciences,EDUC,235,EDUC_235,EDUC_235_A,EDUC_235_A_winter_2017-18,18,William Wallace,0,winter,2017-18,0,0,0,0,0,0,1,1,1
Literacy in Preschool and Elementary Years,EDUC,245,EDUC_245,EDUC_245_A,EDUC_245_A_winter_2017-18,26,Anita Charles,0,winter,2017-18,0,0,0,0,1,0,1,1,1
Internship in Education,EDUC,290,EDUC_290,EDUC_290_A,EDUC_290_A_winter_2017-18,7,Patti Buck,0,winter,2017-18,0,0,0,0,0,0,1,0,0
Learning and Teaching: Theories and Practice,EDUC,343,EDUC_343,EDUC_343_A,EDUC_343_A_winter_2017-18,14,Bronwyn Sale,0,winter,2017-18,0,0,0,0,0,0,1,1,1
Basic Concepts in Special Education,EDUC,362,EDUC_362,EDUC_362_A,EDUC_362_A_winter_2017-18,18,Anita Charles,0,winter,2017-18,0,0,0,0,1,0,1,0,1
Curriculum and Methods,EDUC,447,EDUC_447,EDUC_447_A,EDUC_447_A_winter_2017-18,5,Mara Tieken,Bronwyn Sale,winter,2017-18,0,0,0,0,0,0,1,0,1
Senior Seminar: Reflection and Engagement,EDUC,448,EDUC_448,EDUC_448_A,EDUC_448_A_winter_2017-18,5,Mara Tieken,Bronwyn Sale,winter,2017-18,0,0,0,0,0,0,1,1,1
Seminar in Educational Studies,EDUC,450,EDUC_450,EDUC_450_A,EDUC_450_A_winter_2017-18,17,Patti Buck,0,winter,2017-18,0,0,0,0,0,0,1,0,0
Student Teaching II,EDUC,461,EDUC_461,EDUC_461_A,EDUC_461_A_winter_2017-18,5,Mara Tieken,Bronwyn Sale,winter,2017-18,0,0,0,0,0,0,1,0,1
The Lives of Rivers,ENES,121Q,ENES_121Q,ENES_121Q_A,ENES_121Q_A_winter_2017-18,25,Myra Wright,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Theory of Narrative,ENG,113,ENG_113,ENG_113_A,ENG_113_A_winter_2017-18,32,Sanford Freedman,0,winter,2017-18,0,0,0,0,0,0,0,0,0
"Frost, Stevens, Williams",ENG,121C,ENG_121C,ENG_121C_A,ENG_121C_A_winter_2017-18,22,Robert Farnsworth,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Poetry in the Twenty-First Century,ENG,121I,ENG_121I,ENG_121I_A,ENG_121I_A_winter_2017-18,23,Robert Strong,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Modern Short Stories,ENG,121L,ENG_121L,ENG_121L_A,ENG_121L_A_winter_2017-18,24,Jess Anthony,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Modern Short Stories,ENG,121L,ENG_121L,ENG_121L_B,ENG_121L_B_winter_2017-18,24,Tiffany Salter,0,winter,2017-18,0,0,0,0,0,0,0,0,1
American Writers since 1900,ENG,152,ENG_152,ENG_152_A,ENG_152_A_winter_2017-18,18,Tiffany Salter,0,winter,2017-18,0,0,0,0,0,0,0,1,1
Shakespeare,ENG,214,ENG_214,ENG_214_A,ENG_214_A_winter_2017-18,11,Jose Villagrana,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Seventeenth-Century Literature,ENG,222,ENG_222,ENG_222_A,ENG_222_A_winter_2017-18,12,Myra Wright,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Fiction in the United States,ENG,241,ENG_241,ENG_241_A,ENG_241_A_winter_2017-18,14,Steven Dillon,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Modern Irish Poetry,ENG,264,ENG_264,ENG_264_A,ENG_264_A_winter_2017-18,24,Robert Farnsworth,0,winter,2017-18,0,0,0,0,1,0,0,0,1
Fiction Writing,ENG,291,ENG_291,ENG_291_A,ENG_291_A_winter_2017-18,13,Jess Anthony,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Poetry Writing,ENG,292,ENG_292,ENG_292_A,ENG_292_A_winter_2017-18,13,Steven Dillon,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Methods and Modes of Literary Study,ENG,296,ENG_296,ENG_296_A,ENG_296_A_winter_2017-18,13,Sylvia Federico,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Methods and Modes of Literary Study,ENG,296,ENG_296,ENG_296_B,ENG_296_B_winter_2017-18,6,Sylvia Federico,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Apocalypse Then and Now,ENG,395A,ENG_395A,ENG_395A_A,ENG_395A_A_winter_2017-18,14,Jose Villagrana,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Postmodern Novel,ENG,395U,ENG_395U,ENG_395U_A,ENG_395U_A_winter_2017-18,13,Sanford Freedman,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Digital Dickens,ENG,395X,ENG_395X,ENG_395X_A,ENG_395X_A_winter_2017-18,7,Lillian Nayder,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Senior Thesis,ENG,458,ENG_458,ENG_458_SF,ENG_458_SF_winter_2017-18,3,Sanford Freedman,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Scientific Approaches to Environmental Issues/Lab,ENVR,203,ENVR_203,ENVR_203_A,ENVR_203_A_winter_2017-18,28,Holly Ewing,Camille Parrish,winter,2017-18,1,1,1,0,0,0,0,0,1
Environment and Society,ENVR,204,ENVR_204,ENVR_204_A,ENVR_204_A_winter_2017-18,35,Sonja Pieck,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Lives in Place,ENVR,205,ENVR_205,ENVR_205_A,ENVR_205_A_winter_2017-18,34,Jane Costlow,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Catastrophes and Hope,ENVR,227,ENVR_227,ENVR_227_A,ENVR_227_A_winter_2017-18,28,Jane Costlow,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Urban and Regional Food Systems,ENVR,308,ENVR_308,ENVR_308_A,ENVR_308_A_winter_2017-18,16,Francis Eanes,0,winter,2017-18,0,0,0,0,0,0,1,1,1
Community-Engaged Research in Environmental Studies,ENVR,417,ENVR_417,ENVR_417_A,ENVR_417_A_winter_2017-18,23,Ethan Miller,Francis Eanes,winter,2017-18,0,0,0,0,0,0,1,0,1
Environmental Writing in the Public Sphere,ENVR,450,ENVR_450,ENVR_450_A,ENVR_450_A_winter_2017-18,9,Misty Beck,0,winter,2017-18,0,0,0,0,0,1,0,1,1
Senior Thesis,ENVR,458,ENVR_458,ENVR_458_JC,ENVR_458_JC_winter_2017-18,2,Jane Costlow,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Mapping and GIS/Lab,ESGE,217,ESGE_217,ESGE_217_A,ESGE_217_A_winter_2017-18,24,Dyk Eusden,Camille Parrish,winter,2017-18,1,1,1,0,0,0,0,0,1
Environmental Justice in the Americas,ESLS,350,ESLS_350,ESLS_350_A,ESLS_350_A_winter_2017-18,12,Sonja Pieck,0,winter,2017-18,0,0,0,0,1,0,0,0,0
"The Empire Strikes Back; Or, the Ends of European Empires in the Twentieth Century",EUHI,206,EUHI_206,EUHI_206_A,EUHI_206_A_winter_2017-18,39,Caroline Shaw,0,winter,2017-18,0,0,0,0,0,0,0,0,0
European Conditions,EUS,200,EUS_200,EUS_200_A,EUS_200_A_winter_2017-18,18,Dennis Browne,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Senior Thesis,EUS,458,EUS_458,EUS_458_DB,EUS_458_DB_winter_2017-18,2,Dennis Browne,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Bates Science Fellows,EXDS,116,EXDS_116,EXDS_116_A,EXDS_116_A_winter_2017-18,9,John Smedley,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Elementary French II,FRE,102,FRE_102,FRE_102_A,FRE_102_A_winter_2017-18,14,Laura Balladur,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Oral French,FRE,205,FRE_205,FRE_205_A,FRE_205_A_winter_2017-18,14,Kirk Read,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Introduction to the Francophone World,FRE,208,FRE_208,FRE_208_A,FRE_208_A_winter_2017-18,13,Alex Dauge-Roth,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Advanced French Language and Intro. to Film Analysis,FRE,235,FRE_235,FRE_235_A,FRE_235_A_winter_2017-18,3,Laura Balladur,0,winter,2017-18,0,0,0,0,1,0,0,0,1
Borders and Disorders,FRE,240F,FRE_240F,FRE_240F_A,FRE_240F_A_winter_2017-18,8,Alex Dauge-Roth,0,winter,2017-18,0,0,0,0,1,0,0,1,0
Introduction to French Literature II,FRE,251,FRE_251,FRE_251_A,FRE_251_A_winter_2017-18,4,Kirk Read,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Voix francophones des Antilles,FRE,378,FRE_378,FRE_378_A,FRE_378_A_winter_2017-18,13,Mary Rice-DeFosse,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Senior Thesis,FRE,458,FRE_458,FRE_458_AD,FRE_458_AD_winter_2017-18,1,Alex Dauge-Roth,0,winter,2017-18,0,0,0,0,0,1,0,0,0
"Gender, Race, and Social Class in French and Francophone Film",FRGS,151,FRGS_151,FRGS_151_A,FRGS_151_A_winter_2017-18,7,Mary Rice-DeFosse,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Earth Surface Environments and Environmental Change/Lab,GEO,103,GEO_103,GEO_103_B,GEO_103_B_winter_2017-18,30,Michael Retelle,0,winter,2017-18,1,1,1,0,0,0,0,0,0
Earth Surface Environments and Environmental Change/Lab,GEO,103,GEO_103,GEO_103_A,GEO_103_A_winter_2017-18,29,Michael Retelle,0,winter,2017-18,1,1,1,0,0,0,0,0,0
Rock-Forming Minerals and Mineral Assemblages/Lab,GEO,223,GEO_223,GEO_223_A,GEO_223_A_winter_2017-18,8,Genevieve Robert,0,winter,2017-18,1,1,1,0,1,0,0,0,0
Environmental Geochemistry/Lab,GEO,240,GEO_240,GEO_240_A,GEO_240_A_winter_2017-18,4,Bev Johnson,0,winter,2017-18,1,1,1,0,1,0,0,0,0
The Lithosphere,GEO,383,GEO_383,GEO_383_A,GEO_383_A_winter_2017-18,6,Genevieve Robert,0,winter,2017-18,1,0,1,0,0,0,0,0,0
Senior Thesis,GEO,458,GEO_458,GEO_458_BJ,GEO_458_BJ_winter_2017-18,4,Bev Johnson,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Polar Environment,GEPH,111,GEPH_111,GEPH_111_A,GEPH_111_A_winter_2017-18,42,Raj Saha,0,winter,2017-18,1,0,1,0,0,0,0,0,1
Climate Change and Modeling,GEPH,220,GEPH_220,GEPH_220_A,GEPH_220_A_winter_2017-18,14,Raj Saha,0,winter,2017-18,1,0,1,0,0,0,0,0,1
Introduction to German Language and Culture II,GER,102,GER_102,GER_102_A,GER_102_A_winter_2017-18,7,Jakub Kazecki,Katrin Laschober,winter,2017-18,0,0,0,0,0,0,0,0,0
Intermediate German Language and Culture II,GER,202,GER_202,GER_202_A,GER_202_A_winter_2017-18,6,Jakub Kazecki,0,winter,2017-18,0,0,0,0,0,0,0,0,0
German Composition and Conversation,GER,234,GER_234,GER_234_A,GER_234_A_winter_2017-18,5,Jakub Kazecki,0,winter,2017-18,0,0,0,0,0,0,0,0,0
WWI in German Culture,GER,264,GER_264,GER_264_A,GER_264_A_winter_2017-18,12,Jakub Kazecki,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Senior Thesis,GER,458,GER_458,GER_458_DB,GER_458_DB_winter_2017-18,0,Dennis Browne,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Elementary Ancient Greek,GRK,101,GRK_101,GRK_101_A,GRK_101_A_winter_2017-18,2,Laurie O'Higgins,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Poetry from Archaic Greece,GRK,204,GRK_204,GRK_204_A,GRK_204_A_winter_2017-18,9,Lisa Maurizio,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Poetry from Archaic Greece: Advanced,GRK,304,GRK_304,GRK_304_A,GRK_304_A_winter_2017-18,1,Lisa Maurizio,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Philosophy and Feminism,GSPL,262,GSPL_262,GSPL_262_A,GSPL_262_A_winter_2017-18,26,Lauren Ashwell,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Constitutional Law II: Rights and Identities,GSPT,282,GSPT_282,GSPT_282_A,GSPT_282_A_winter_2017-18,25,Steve Engel,0,winter,2017-18,0,0,0,0,0,0,0,1,0
"Women, Culture, and Health",GSPY,343,GSPY_343,GSPY_343_A,GSPY_343_A_winter_2017-18,46,Susan Langdon,0,winter,2017-18,0,0,0,0,0,0,0,1,1
Gender and Judaism,GSRE,310,GSRE_310,GSRE_310_A,GSRE_310_A_winter_2017-18,7,Cynthia Baker,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Tobacco: Gender Matters,GSS,335,GSS_335,GSS_335_A,GSS_335_A_winter_2017-18,6,Melinda Plastas,0,winter,2017-18,0,0,0,0,0,0,1,1,1
Global Feminisms,GSS,400D,GSS_400D,GSS_400D_A,GSS_400D_A_winter_2017-18,16,Melinda Plastas,0,winter,2017-18,0,0,0,0,0,0,0,1,1
Senior Thesis,GSS,458,GSS_458,GSS_458_ER,GSS_458_ER_winter_2017-18,4,Erica Rand,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Sociology of Gender,GSSO,270,GSSO_270,GSSO_270_A,GSSO_270_A_winter_2017-18,25,Emily Kane,0,winter,2017-18,0,0,0,0,0,0,1,0,0
Gendering Social Awareness in Contemporary Spain,GSSP,344,GSSP_344,GSSP_344_A,GSSP_344_A_winter_2017-18,17,Francisca Lopez,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Latin American History: From the Conquest to the Present,HILS,181,HILS_181,HILS_181_A,HILS_181_A_winter_2017-18,20,Karen Melvin,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Religion and Government in the Middle East: Colonialism to the Arab Spring,HIRE,320,HIRE_320,HIRE_320_A,HIRE_320_A_winter_2017-18,13,Ali Akhtar,0,winter,2017-18,0,0,0,0,0,0,0,1,0
America in the Twentieth Century,HIST,142,HIST_142,HIST_142_A,HIST_142_A_winter_2017-18,18,Hilmar Jensen,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Pax Americana: The History of U.S. Empire,HIST,301C,HIST_301C,HIST_301C_A,HIST_301C_A_winter_2017-18,11,Ian Shin,0,winter,2017-18,0,0,0,0,1,0,0,0,1
"""Self-Evident Truths"": A History of Human Rights and Humanitarianism",HIST,301X,HIST_301X,HIST_301X_A,HIST_301X_A_winter_2017-18,5,Caroline Shaw,0,winter,2017-18,0,0,0,0,1,0,0,0,0
Senior Thesis,HIST,458,HIST_458,HIST_458_HJ,HIST_458_HJ_winter_2017-18,3,Hilmar Jensen,0,winter,2017-18,0,0,0,0,0,1,0,0,0
"African Perspectives on Justice, Human Rights, and Renewal",INDS,100,INDS_100,INDS_100_A,INDS_100_A_winter_2017-18,34,Elizabeth Eames,Patrick Otim,winter,2017-18,0,0,0,0,0,0,0,1,0
Food in Ancient Greece & Rome,INDS,130,INDS_130,INDS_130_A,INDS_130_A_winter_2017-18,36,Laurie O'Higgins,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Introduction to Medieval Archeology,INDS,208,INDS_208,INDS_208_A,INDS_208_A_winter_2017-18,39,Gerald Bigelow,0,winter,2017-18,1,0,0,0,0,0,0,0,0
Venice to Tokyo: Religion and Trade Along the Spice and Silk Routes,INDS,221,INDS_221,INDS_221_A,INDS_221_A_winter_2017-18,43,Ali Akhtar,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Environmental History of China,INDS,266,INDS_266,INDS_266_A,INDS_266_A_winter_2017-18,36,Wesley Chaney,0,winter,2017-18,0,0,0,0,0,0,0,0,0
The Spanish Inquisition,INDS,301Y,INDS_301Y,INDS_301Y_A,INDS_301Y_A_winter_2017-18,10,Karen Melvin,0,winter,2017-18,0,0,0,0,1,0,0,0,0
The Afro-Latin Americans,INDS,390,INDS_390,INDS_390_A,INDS_390_A_winter_2017-18,15,Baltasar Fra-Molinero,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Interdisciplinary Senior Thesis,INDS,458,INDS_458,INDS_458_WC,INDS_458_WC_winter_2017-18,1,Bill Corlett,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Interdisciplinary Senior Thesis,INDS,458,INDS_458,INDS_458_CB,INDS_458_CB_winter_2017-18,1,Cynthia Baker,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Beginning Japanese II,JPN,102,JPN_102,JPN_102_A,JPN_102_A_winter_2017-18,10,Keiko Konoeda,0,winter,2017-18,0,0,0,0,0,0,0,1,1
Intermediate Japanese II,JPN,202,JPN_202,JPN_202_A,JPN_202_A_winter_2017-18,7,Helen Weetman,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Intermediate Japanese IV,JPN,302,JPN_302,JPN_302_A,JPN_302_A_winter_2017-18,5,Keiko Konoeda,0,winter,2017-18,0,0,0,0,0,0,0,1,1
Advanced Japanese II,JPN,402,JPN_402,JPN_402_A,JPN_402_A_winter_2017-18,6,Keiko Konoeda,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Senior Thesis,JPN,458,JPN_458,JPN_458_BR,JPN_458_BR_winter_2017-18,0,Brian Ruppert,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Senior Thesis,LAS,458,LAS_458,LAS_458_BFM,LAS_458_BFM_winter_2017-18,1,Baltasar Fra-Molinero,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Elementary Latin,LATN,102,LATN_102,LATN_102_A,LATN_102_A_winter_2017-18,5,Henry Walker,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Introduction to Latin Poetry,LATN,202,LATN_202,LATN_202_A,LATN_202_A_winter_2017-18,6,Hamish Cameron,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Republican Poetry,LATN,304,LATN_304,LATN_304_A,LATN_304_A_winter_2017-18,2,Hamish Cameron,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Calculus I,MATH,105,MATH_105,MATH_105_B,MATH_105_B_winter_2017-18,21,Peter Wong,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Calculus I,MATH,105,MATH_105,MATH_105_A,MATH_105_A_winter_2017-18,12,Peter Wong,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Calculus II,MATH,106,MATH_106,MATH_106_A,MATH_106_A_winter_2017-18,10,Chip Ross,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Calculus II,MATH,106,MATH_106,MATH_106_B,MATH_106_B_winter_2017-18,19,Katy Ott,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Calculus II,MATH,106,MATH_106,MATH_106_C,MATH_106_C_winter_2017-18,16,Katy Ott,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Great Ideas in Mathematics,MATH,110,MATH_110,MATH_110_A,MATH_110_A_winter_2017-18,41,Scott Balcomb,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Linear Algebra,MATH,205,MATH_205,MATH_205_B,MATH_205_B_winter_2017-18,23,Henry Boateng,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Linear Algebra,MATH,205,MATH_205,MATH_205_A,MATH_205_A_winter_2017-18,24,Henry Boateng,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Multivariable Calculus,MATH,206,MATH_206,MATH_206_B,MATH_206_B_winter_2017-18,19,Meredith Greer,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Multivariable Calculus,MATH,206,MATH_206,MATH_206_A,MATH_206_A_winter_2017-18,29,Meredith Greer,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Differential Equations,MATH,219,MATH_219,MATH_219_A,MATH_219_A_winter_2017-18,19,Chip Ross,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Differential Equations,MATH,219,MATH_219,MATH_219_B,MATH_219_B_winter_2017-18,16,Martin Montgomery,0,winter,2017-18,0,0,1,0,0,0,0,0,1
Number Theory,MATH,225,MATH_225,MATH_225_A,MATH_225_A_winter_2017-18,30,Adriana Salerno,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Mathematical Modeling with Monte Carlo Methods,MATH,255D,MATH_255D,MATH_255D_A,MATH_255D_A_winter_2017-18,30,Henry Boateng,0,winter,2017-18,0,0,1,0,0,0,0,0,0
Topics in Analysis,MATH,302,MATH_302,MATH_302_A,MATH_302_A_winter_2017-18,12,Katy Ott,0,winter,2017-18,0,0,0,0,0,0,0,1,0
Abstract Algebra I,MATH,309,MATH_309,MATH_309_A,MATH_309_A_winter_2017-18,25,Pallavi Jayawant,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Senior Thesis,MATH,458,MATH_458,MATH_458_MG,MATH_458_MG_winter_2017-18,2,Meredith Greer,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Networks,MATH,495E,MATH_495E,MATH_495E_A,MATH_495E_A_winter_2017-18,8,Pallavi Jayawant,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Elliptic Curve Cryptography,MATH,495H,MATH_495H,MATH_495H_A,MATH_495H_A_winter_2017-18,12,Adriana Salerno,0,winter,2017-18,0,0,0,0,0,1,0,0,0
Music and the Embodied Mind,MUPY,253,MUPY_253,MUPY_253_A,MUPY_253_A_winter_2017-18,34,Gina Fatone,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Music Theory for Beginners,MUS,110,MUS_110,MUS_110_A,MUS_110_A_winter_2017-18,19,Gina Fatone,0,winter,2017-18,0,0,0,0,0,0,0,0,0
History of Electronic Dance Music,MUS,203,MUS_203,MUS_203_A,MUS_203_A_winter_2017-18,35,Dale Chapman,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Classical Music in Western Culture,MUS,210,MUS_210,MUS_210_A,MUS_210_A_winter_2017-18,11,Ben Hansberry,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Jazz Performance Workshop,MUS,222,MUS_222,MUS_222_A,MUS_222_A_winter_2017-18,2,Larry Williams,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Music Theory II,MUS,232,MUS_232,MUS_232_A,MUS_232_A_winter_2017-18,14,Ben Hansberry,0,winter,2017-18,0,0,0,0,0,0,0,0,1
"Computers, Music, and the Arts",MUS,237,MUS_237,MUS_237_A,MUS_237_A_winter_2017-18,16,William Matthews,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Miles Davis,MUS,266,MUS_266,MUS_266_A,MUS_266_A_winter_2017-18,10,Dale Chapman,0,winter,2017-18,0,0,0,0,0,0,0,0,0
Applied Music: Banjo,MUS,270A,MUS_270A,MUS_270A_A,MUS_270A_A_winter_2017-18,5,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Sitar,MUS,270AA,MUS_270AA,MUS_270AA_A,MUS_270AA_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Bass,MUS,270B,MUS_270B,MUS_270B_A,MUS_270B_A_winter_2017-18,8,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Tabla,MUS,270BB,MUS_270BB,MUS_270BB_A,MUS_270BB_A_winter_2017-18,1,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Bassoon,MUS,270C,MUS_270C,MUS_270C_A,MUS_270C_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Trombone,MUS,270CC,MUS_270CC,MUS_270CC_A,MUS_270CC_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Cello,MUS,270D,MUS_270D,MUS_270D_A,MUS_270D_A_winter_2017-18,6,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Trumpet,MUS,270DD,MUS_270DD,MUS_270DD_A,MUS_270DD_A_winter_2017-18,2,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Bass Trombone,MUS,270E,MUS_270E,MUS_270E_A,MUS_270E_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Ukulele,MUS,270EE,MUS_270EE,MUS_270EE_A,MUS_270EE_A_winter_2017-18,12,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Clarinet,MUS,270F,MUS_270F,MUS_270F_A,MUS_270F_A_winter_2017-18,2,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Viola,MUS,270FF,MUS_270FF,MUS_270FF_A,MUS_270FF_A_winter_2017-18,0,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Hand Drums,MUS,270G,MUS_270G,MUS_270G_A,MUS_270G_A_winter_2017-18,3,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Violin,MUS,270GG,MUS_270GG,MUS_270GG_A,MUS_270GG_A_winter_2017-18,9,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
Applied Music: Double Bass (Classical),MUS,270H,MUS_270H,MUS_270H_A,MUS_270H_A_winter_2017-18,1,Alan Carr,0,winter,2017-18,0,0,0,0,0,0,0,0,1
